Term,NES,FDR,pval,Lead_genes,metric,gene_set_db
Cytosolic DNA-sensing pathway,-1.9275674420566162,0.05759162303664921,0.001,NFKBIA;POLR2K;CCL4L2,wald_stat,KEGG_2021_Human
Oxidative phosphorylation,-1.838839375917018,0.056339631231504664,0.001,NDUFA6;COX17;UQCRFS1;SDHC;NDUFS8;COX5B;UQCRC2;ATP6V0C;NDUFS6;TCIRG1;COX6A1;NDUFB8;ATP5F1C;ATP5PF;NDUFB11;COX7A2;COX8A;COX4I1;ATP5F1D;COX6C;NDUFA13,wald_stat,KEGG_2021_Human
Cardiac muscle contraction,-1.8068146173582282,0.04924501100235222,0.001,UQCRFS1;COX5B;UQCRC2;TPM3;COX6A1;COX7A2;COX8A;COX4I1;COX6C,wald_stat,KEGG_2021_Human
Huntington disease,-1.7814125561077245,0.04694969269292055,0.001,VDAC1;PSMB1;NDUFA6;CREBBP;UQCRFS1;VDAC2;POLR2J;SDHC;POLR2K;TUBB4B;NDUFS8;COX5B;UQCRC2;ADRM1;PSMB4;NDUFS6;AP2M1;COX6A1;PSMA1;NDUFB8;PSMD7;ATP5F1C;ATP5PF;NDUFB11;COX7A2;PSMA6;COX8A;PSMA3;COX4I1;POLR2G;ATP5F1D;COX6C;NDUFA13,wald_stat,KEGG_2021_Human
Thermogenesis,-1.6931755354083828,0.06610516731163214,0.001,NDUFA6;COX17;UQCRFS1;ACTB;SDHC;NDUFS8;COX5B;UQCRC2;NDUFS6;ACTG1;SMARCE1;COX6A1;NDUFB8;SMARCA2;ATP5F1C;ATP5PF;NDUFB11;COX7A2;COX8A;PRKAG1;COX4I1;ATP5F1D;COX6C;NDUFA13,wald_stat,KEGG_2021_Human
Parkinson disease,-1.5816601085838684,0.11351392366643903,0.001,VDAC1;PSMB1;NDUFA6;UQCRFS1;VDAC2;UBB;GNAI2;SDHC;TUBB4B;NDUFS8;COX5B;UQCRC2;ADRM1;PSMB4;NDUFS6;COX6A1;PSMA1;PARK7;NDUFB8;ATF4;PSMD7;ATP5F1C;ATP5PF;NDUFB11;COX7A2;PSMA6;COX8A;PSMA3;COX4I1;ATP5F1D;COX6C;TXN;NDUFA13,wald_stat,KEGG_2021_Human
Amyotrophic lateral sclerosis,-1.539810740451217,0.12841858801339792,0.001,VDAC1;PSMB1;NDUFA6;SRSF3;UQCRFS1;ACTB;SDHC;TUBB4B;NDUFS8;GABARAPL2;NXT1;COX5B;UQCRC2;ADRM1;PSMB4;NDUFS6;ACTG1;PFN1;COX6A1;PSMA1;ATXN2L;NDUFB8;ATF4;PSMD7;ATP5F1C;ATP5PF;NDUFB11;COX7A2;PSMA6;COX8A,wald_stat,KEGG_2021_Human
Lysosome,-1.5325310062284128,0.1183132255861598,0.04294478527607362,CD63;M6PR;LAPTM4A;ATP6V0C;TCIRG1;CD164,wald_stat,KEGG_2021_Human
Adherens junction,-1.4326724878291113,0.18084326074310142,0.050359712230215826,CSNK2B;CREBBP;ACTB;CDC42;ACP1;ACTG1,wald_stat,KEGG_2021_Human
Alzheimer disease,-1.4206544276164028,0.1737764625540633,0.001,VDAC1;PSMB1;CSNK2B;NDUFA6;UQCRFS1;VDAC2;SDHC;TUBB4B;NDUFS8;GAPDH;COX5B;UQCRC2;ADRM1;PSMB4;NDUFS6;COX6A1;PSMA1;NDUFB8;ATF4;PSMD7;ATP5F1C;ATP5PF;NDUFB11;COX7A2;PSMA6;COX8A,wald_stat,KEGG_2021_Human
