Term,NES,FDR,pval,Lead_genes,metric,gene_set_db
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),1.5563293940308258,0.46109029117210965,0.0345489443378119,TMBIM6;PTPN1;BCL2L1;SYVN1;LPCAT3;RACK1;CREB3;SELENOS;NR1H2,wald_stat,GO_Biological_Process_2023
Negative Regulation Of Protein Ubiquitination (GO:0031397),-1.5561320622045849,0.5884316441571434,0.01694915254237288,LIMK1;U2AF2;AKT1;SPRY2;FBXO5;USP4;N4BP1;ISG15;SPOPL;SUMO1;DTX3L;GTPBP4;ARRB1;SOX4;BAG5;PER2;OGT;CAMLG;ARRB2;GNL3L,wald_stat,GO_Biological_Process_2023
RNA Biosynthetic Process (GO:0032774),1.5552277408812083,0.45356745521608016,0.02333931777378815,TAF7;ZFP36L1;SMARCA5;SETX;TBP;TCEA2;NCOA6;TAF5;PRMT5;TAF12,wald_stat,GO_Biological_Process_2023
Regulation Of Receptor Internalization (GO:0002090),-1.546282857485282,0.6116298620511942,0.041666666666666664,ANKRD13D;ARF1;CD63;FLOT1;RIN3,wald_stat,GO_Biological_Process_2023
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),-1.5448374917691825,0.5994336970618791,0.0163265306122449,RGS2;DYNLT1;GIT1;PPP1R9B;DGKQ;GRK6;CCL5;RGS16;USP33;PDE6G;PLCB1;ZDHHC3,wald_stat,GO_Biological_Process_2023
Cellular Response To Nutrient Levels (GO:0031669),-1.5443344639453398,0.584310504993871,0.011650485436893204,MAP1LC3B;WDR45B;ULK1;STK24;CREBBP;ATG7;PRKAG1;FNIP1;FADS1;WIPI1;TFEB;PRKAG2;USP33;SREBF1;MAPKAP1;MLST8;ATG14;JMY;FLCN;LAMP2;PRR5;TSC1;RIPOR1;KLF10,wald_stat,GO_Biological_Process_2023
protein-DNA Complex Organization (GO:0071824),1.5425322685425618,0.48540808010893893,0.00992063492063492,HDAC1;HMG20A;GATAD1;HDAC8;EHMT1;ATRX;HDAC5;PARP10;CBX3;SUPT4H1;PHF19;HMGN4;MTA2,wald_stat,GO_Biological_Process_2023
Negative Regulation Of T Cell Activation (GO:0050868),1.537785286681225,0.4907929718810019,0.03428571428571429,LAX1;NCKAP1L;RIPOR2;PAG1;HAVCR2;FCGR2B;GLMN;LAPTM5,wald_stat,GO_Biological_Process_2023
Transcription Elongation By RNA Polymerase II (GO:0006368),1.5376860669904533,0.47955978998714455,0.03088803088803089,PBRM1;ELP4;CTR9;SUPT4H1;IWS1;SRCAP;CDC73;SUPT16H;POLR2I;SART3;SUPT6H;LEO1;PCID2,wald_stat,GO_Biological_Process_2023
DNA-templated Transcription Elongation (GO:0006354),1.5373788390115584,0.46987416485812555,0.03389830508474576,PBRM1;ELP4;TCEA2;CTR9;SUPT4H1;SRCAP;CDC73;SUPT16H;POLR1E;SUPT6H;LEO1;PCID2,wald_stat,GO_Biological_Process_2023
