feature_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAK1,2.3539949929479014,0.0036589443687371544,0.056559252062233736,0.6032637459233029,0.5463332468006695,0.9923300818539237
ABCF1,1.1570288144938004,0.0036485800030888835,0.055023014898866573,0.9041450957870872,0.3659184688298718,0.9569811311909472
ABHD15,0.49585664791949174,-0.000794243860844243,0.0710000548819392,0.19112349824579644,0.848428838031994,0.9923300818539237
ABHD17A,5.547919900258686,-0.0019486568692751412,0.04944562321118117,-0.2086733353921673,0.8347032571562372,0.9923300818539237
ABI1,1.0953090432800938,0.004678254218455788,0.04809960771929369,1.15491819782098,0.2481239265282117,0.9266615667750109
ABI3,1.1260423530616233,-0.0009929909214779515,0.04276033883919915,-0.09610682637258426,0.9234357297453842,0.9923300818539237
ABLIM1,1.0601106400848246,0.002191649793104209,0.07064966968444847,0.9493391312644809,0.34244815740103585,0.9541967236536899
ABT1,0.9062503165598128,-0.012434880493256644,0.0615923390021363,-2.384278135964975,0.01711266319994136,0.800444821177257
ABTB1,0.6649375168566889,-0.002089423757257625,0.061501364361842135,-0.13796954525148503,0.8902644866911456,0.9923300818539237
ACAA2,1.023969328391521,-0.006357973931391414,0.05603898143326303,-1.1818454236789118,0.23726704047804015,0.9266615667750109
ACADVL,1.4110152380123184,-0.0004257193590415014,0.05488716747333526,0.030922224666204583,0.9753315656760707,0.9971832564917642
ACAP1,4.106750553318471,0.008374271062419555,0.05888634469131863,1.0279115345507381,0.3039914432527141,0.9402370911170205
ACAP2,1.0237621980611418,0.0032074518203277563,0.04969512718982436,0.8740768954618894,0.38207637894154867,0.9569811311909472
ACIN1,1.0346033272141444,0.010064322183449409,0.05291231773493214,2.20768423400973,0.027266292625688766,0.826939524604479
ACP1,1.512764492510079,-0.006307969647176431,0.05657243586145522,-1.0404616074706015,0.2981254920738754,0.9402370911170205
ACTB,72.41041766253528,-0.018854687848922722,0.047785182038900934,-1.4438356638664027,0.14878520738777773,0.887614883872506
ACTG1,17.422748298976412,-0.008504453501526085,0.04992018016551642,-0.8678415302409734,0.3854810912133585,0.9571384268865205
ACTN4,2.9285474993816405,0.001243964042342773,0.053100145900824215,0.17977558601878768,0.857328750860859,0.9923300818539237
ACTR2,2.103588379160324,0.0007924614545482631,0.05912845411221124,0.15636536277777371,0.8757450378042834,0.9923300818539237
ACTR3,2.29255605439557,0.005528490620093517,0.05444328274847793,0.9429019892543126,0.3457310373271686,0.9541967236536899
ADAM8,1.9812894661907707,0.0009582835125955769,0.05124340752023346,0.19418445648977697,0.8460314531457981,0.9923300818539237
ADAR,1.9692294679921285,-0.002805906617233592,0.0574649925061434,-0.4088159081360997,0.6826747645848549,0.9923300818539237
ADD1,1.5030068919388377,0.00837966797192982,0.058113064368917784,1.5120922669556183,0.13051039183793098,0.887614883872506
ADD3,1.5837840533845013,0.009241715373764803,0.06240105408195426,1.761827154117864,0.07809850538246274,0.8635696666743221
ADGRE5,3.1923252026379076,0.011963071090406195,0.05292786009930856,1.5866420496241114,0.11259373810273152,0.884851012564768
ADGRG1,2.1988045749066094,0.003956234857145683,0.0517953771141064,0.8267139530324115,0.40839921093030873,0.9688838985047635
ADH5,1.1094620043036922,-0.0013180262759659447,0.05343783683056782,-0.10224994999550664,0.9185582811211659,0.9923300818539237
ADRB2,1.2561553970935928,0.006759978281225358,0.05219121708781685,1.5786181171361444,0.11442367654907756,0.884851012564768
ADRM1,1.358333628076687,-0.005534637095137278,0.053561335499651586,-0.997746299817529,0.3184023958029931,0.9402370911170205
AFF4,1.0923890324134367,0.0011692548652534511,0.05697817026319837,0.4487480462979951,0.6536134208068807,0.9923300818539237
AFG3L2,0.4320188784273257,-0.002058207648930864,0.055877641476564426,-0.04665533367858261,0.9627879301120282,0.9959755101252686
AGK,0.7794306098236347,0.0017850958665454769,0.05653198385505325,0.7673643670239859,0.4428649082212368,0.9803977579358577
AGTPBP1,0.8996190803631702,0.008996119340328054,0.05900614738080119,2.132675941052075,0.03295131885903336,0.8445468162363208
AHNAK,5.881525883690652,0.000912454897388978,0.06112214563003308,0.1537252698947536,0.8778263591166481,0.9923300818539237
AIP,1.1849599582797095,0.00652493563395259,0.054852337201135956,1.3726173142730722,0.16987134639648482,0.887614883872506
AKAP13,3.140019129906044,0.002561226569090924,0.04867524091614668,0.3297529334205521,0.7415866535690784,0.9923300818539237
AKAP9,1.8293763860139494,0.010408952431378246,0.05237480392989144,1.7421046429386398,0.08149013532096694,0.8635696666743221
AKIRIN1,0.7085070369667216,-0.0020562810988444483,0.0590749612125526,0.010063025770392286,0.9919710026117892,0.9974332219073441
AKNA,3.876706206771277,0.021023628325766836,0.06672567766696784,2.183557149870112,0.028994805166280793,0.826939524604479
AKR1B1,1.0750459771334315,0.003748941349953253,0.06395539387210603,0.9149481002890836,0.3602188768459832,0.9569811311909472
ALDOA,0.9059836053243975,-0.002743496110857053,0.07440362046056692,-0.35287726380727863,0.724180456591418,0.9923300818539237
ALOX5AP,3.02053908147264,0.010433784636266916,0.04482453731912446,1.559635830971486,0.11884596409208287,0.884851012564768
AMD1,1.41543767797193,0.0004920437442274641,0.04907540962636154,0.19591768782746813,0.8446745926690732,0.9923300818539237
AMZ2,0.9192334049267042,-0.0038819501399216423,0.05405830472398755,-0.6176691969637493,0.5367934208019252,0.9865820140671926
ANAPC11,1.456687793302333,-0.0006918230929754929,0.04303112307803496,-0.08334382992213915,0.9335781502619194,0.9923300818539237
ANAPC16,2.3368923700636137,0.008787800955178933,0.05814082556380176,1.356368029090039,0.174982100269642,0.887614883872506
ANAPC5,1.4921238999479345,-0.00035427108204653837,0.05525768136329388,0.04833803733842468,0.9614468405584585,0.9959755101252686
ANKHD1,1.1574975913149008,-0.0020069697130826797,0.06620517840637404,-0.25884392472628975,0.7957556654465512,0.9923300818539237
ANKRD10,0.7581376141094317,-0.008889199001754021,0.05552256251277813,-1.770872152010231,0.07658196418883755,0.8635696666743221
ANKRD11,1.893225817891451,0.0034135086462636142,0.05317935754292217,0.7267073435585212,0.4674052538631157,0.9840989720945502
ANKRD12,2.447868757840946,0.009989012224860878,0.051286228942428666,1.5612391208230127,0.11846734176969323,0.884851012564768
ANKRD44,2.1093756899004314,0.00879344890487569,0.053465096940768175,1.5243002902541927,0.12743371469962264,0.887614883872506
ANP32A,1.213693589465985,0.0010231175332732375,0.046991653274061594,0.33315900769432616,0.7390142593303914,0.9923300818539237
ANP32B,1.2745318243592856,0.0025910152666680526,0.056785538849633006,0.7443326128942765,0.456675275749745,0.9840989720945502
