Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Glycogen Synthesis R-HSA-3322077	6/13	2.379482e-01	3.739806e-01	0	0	1.725268e+00	2.476972e+00	GYS1;UBB;GBE1;UBC;GYG1;PGM1
Reactome_2022	Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409	6/13	2.379482e-01	3.739806e-01	0	0	1.725268e+00	2.476972e+00	ISCA2;SLC25A37;ISCA1;SLC25A28;LYRM4;HSCB
Reactome_2022	SHC1 Events In EGFR Signaling R-HSA-180336	6/13	2.379482e-01	3.739806e-01	0	0	1.725268e+00	2.476972e+00	NRAS;SHC1;GRB2;SOS1;AREG;HRAS
Reactome_2022	Signal Regulatory Protein Family Interactions R-HSA-391160	6/13	2.379482e-01	3.739806e-01	0	0	1.725268e+00	2.476972e+00	FYB1;TYROBP;PTK2B;PTPN11;GRB2;CD47
Reactome_2022	Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism R-HSA-2046104	6/13	2.379482e-01	3.739806e-01	0	0	1.725268e+00	2.476972e+00	ELOVL1;FADS2;ELOVL5;ACOX1;HSD17B4;ACAA1
Reactome_2022	Synthesis Of Substrates In N-glycan Biosythesis R-HSA-446219	24/63	2.420257e-01	3.800422e-01	0	0	1.239048e+00	1.757851e+00	CTSA;NUS1;SLC35A1;ST6GAL1;PMM1;GFPT1;PMM2;UAP1;FUOM;DPM2;GMDS;GLB1;GMPPA;SLC17A5;ST8SIA4;GNPNAT1;MVD;ST8SIA6;NANS;ST6GALNAC4;ST3GAL1;ST3GAL2;ST6GALNAC6;ST3GAL3
Reactome_2022	Downstream Signaling Of Activated FGFR3 R-HSA-5654708	10/24	2.491857e-01	3.909285e-01	0	0	1.437837e+00	1.997956e+00	NRAS;PIK3CA;SHC1;FRS2;PTPN11;GRB2;PIK3R1;PLCG1;SOS1;HRAS
Reactome_2022	CDC6 Association With ORC:origin Complex R-HSA-68689	4/8	2.558886e-01	3.988989e-01	0	0	2.012658e+00	2.743279e+00	ORC5;ORC4;MCM8;ORC3
Reactome_2022	CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde R-HSA-442729	4/8	2.558886e-01	3.988989e-01	0	0	2.012658e+00	2.743279e+00	CREB1;CALM1;KPNA2;CAMK2G
Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783	4/8	2.558886e-01	3.988989e-01	0	0	2.012658e+00	2.743279e+00	PANK4;SLC25A16;PANK2;PANK3
Reactome_2022	Myoclonic Epilepsy Of Lafora R-HSA-3785653	4/8	2.558886e-01	3.988989e-01	0	0	2.012658e+00	2.743279e+00	GYS1;UBB;UBC;GYG1
Reactome_2022	Noncanonical Activation Of NOTCH3 R-HSA-9017802	4/8	2.558886e-01	3.988989e-01	0	0	2.012658e+00	2.743279e+00	PSENEN;NCSTN;PSEN2;YBX1
